term,level1_candidate,decision,reason,confidence,notes_examples,level1_name,confidence_label,denomination_occurrences,primary_groups,occupations,standalone_title,first_token_ratio,in_official_occupation_name,in_official_primary_group_name,original_forms
historietas,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Dibujante de historietas,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,historietas
grafitero,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Grafitero,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Grafitero
humorista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Humorista gráfico | Humorista,"Profesionales, científicos e intelectuales",high,2,2,2,True,1.0,False,False,Humorista
acordeonista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Acordeonista,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Acordeonista
arpista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Arpista,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Arpista
bajista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Bajista,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Bajista
baritono,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Bajo barítono | Barítono | Cantante barítono,"Profesionales, científicos e intelectuales",high,3,1,1,True,0.333,False,False,"Barítono, barítono"
buffo,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Bajo buffo,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,buffo
bajonista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Bajonista,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Bajonista
baritenor,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Baritenor,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Baritenor
baterista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Baterista,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Baterista
campanero,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Campanero,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Campanero
cantante,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Cantante | Cantante bajo | Cantante barítono,"Profesionales, científicos e intelectuales",high,21,1,2,True,0.905,False,False,"Cantante, cantante"
contralto,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Cantante contralto | Contralto,"Profesionales, científicos e intelectuales",high,2,1,1,True,0.5,False,False,"Contralto, contralto"
coral,2,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Cantante coral | Director de coral,"Profesionales, científicos e intelectuales",medium,2,1,2,False,0.0,False,False,coral
cabaret,2,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Cantante de cabaret | Bailarín de cabaret,"Profesionales, científicos e intelectuales",medium,2,2,2,False,0.0,False,False,cabaret
concierto,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Cantante de concierto,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,concierto
jingles,2,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Cantante de jingles | Compositor de jingles,"Profesionales, científicos e intelectuales",medium,2,1,2,False,0.0,False,False,jingles
popular,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Cantante de música popular,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,popular
clasica,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Cantante música clásica,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,clásica
organista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Cantante organista | Organista,"Profesionales, científicos e intelectuales",high,2,1,1,True,0.5,False,False,"Organista, organista"
vocalista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Cantante vocalista | Vocalista,"Profesionales, científicos e intelectuales",high,2,1,1,True,0.5,False,False,"Vocalista, vocalista"
clarinetista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Clarinetista,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Clarinetista
concertista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Concertista | Concertista cantante | Concertista instrumentista,"Profesionales, científicos e intelectuales",high,4,1,1,True,0.75,False,False,"Concertista, concertista"
contratenor,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Contratenor,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Contratenor
cornetista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Cornetista,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Cornetista
fagotista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Fagotista,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Fagotista
flautista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Flautista,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Flautista
gaitero,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Gaitero,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Gaitero
guitarrista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Guitarrista,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Guitarrista
instrumento,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Intérprete de instrumento musical,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,instrumento
teclado,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Intérprete de instrumentos de teclado,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,teclado
mezzosoprano,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Mezzosoprano,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Mezzosoprano
sesion,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Músico de sesión,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,sesión
sinfonico,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Músico sinfónico,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,sinfónico
oboista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Oboísta,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Oboísta
percusionista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Percusionista,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Percusionista
pianista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Pianista,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Pianista
proponente,2,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Proponente intérprete musical,"Profesionales, científicos e intelectuales",high,1,1,1,False,1.0,False,False,Proponente
saxofonista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Saxofonista,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Saxofonista
solista,2,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Solista instrumental | Solista musical | Bailarin solista,"Profesionales, científicos e intelectuales",medium,3,2,2,False,0.667,False,False,"Solista, solista"
soprano,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Soprano,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Soprano
tenor,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Tenor,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Tenor
timbalero,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Timbalero,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Timbalero
trombonista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Trombonista,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Trombonista
trompetista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Trompetista,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Trompetista
violinista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Violinista,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Violinista
violonchelista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Violonchelista,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Violonchelista
agrupacion,2,drop,"Palabra genérica, institucional o modificadora; la exclusividad en el catálogo no implica exclusividad semántica.",0.93,Director de agrupación musical,"Profesionales, científicos e intelectuales",high,1,1,1,False,0.0,False,False,agrupación
etnomusicologo,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Etnomusicólogo,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Etnomusicólogo
folclorista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Folclorista,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Folclorista
capilla,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Maestro de capilla,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,capilla
