CuocCode,Level1,Descripcion,Nombre,Primario
24320,2,"Planifican, desarrollan y evalúan estrategias de comunicación y programas de información que promueven un entendimiento y una visión favorable sobre las empresas y otras organizaciones, sobre los bienes y servicios que ofrecen y sobre su papel en la comunidad. Así mismo divulgan actividades, eventos y mantienen relaciones con los medios, agencias de comunicación, publicitaria y de diseño. Se pueden desempeñar en firmas de consultoría, corporaciones, asociaciones, gobierno, instituciones sociales, medios de comunicación, empresas privadas, entre otros.",Profesionales de relaciones públicas y comunicaciones,2432
24330,2,"Representan a empresas y venden diversos bienes y servicios técnicos industriales, médicos, farmacéuticos, servicios de computación y telecomunicaciones, a establecimientos industriales, comerciales, profesionales y de otra índole. Se pueden desempeñar en establecimientos que producen o proveen bienes y servicios técnicos, laboratorios farmacéuticos, fábricas de equipo industrial, firmas de servicios de cómputo, firmas de ingeniería, entre otros.",Profesionales de ventas técnicas y médicas (excluyendo las TIC),2433
24340,2,"Venden y asesoran sobre equipos, programas, bienes y servicios de tecnología de la información y las comunicaciones, soluciones informáticas, sistemas operativos, software e instalaciones, y suministran información especializada según sea necesario. Se pueden desempeñar en organizaciones de tecnologías de la información y las comunicaciones, establecimientos que producen o proveen bienes y servicios técnicos y tecnológicos, firmas consultoras, entre otros.",Profesionales de ventas de tecnología de la información y las comunicaciones,2434
25110,2,"Investigan, analizan y evalúan las necesidades, procedimientos o problemas de los clientes en materia de tecnología de información y las comunicaciones desarrollando procesos de análisis de requisitos, configuración funcional requerido para la implementación de acuerdo con recomendaciones y planes para mejorar los sistemas de información actuales o futuros con control de calidad. Apoyan las diferentes actividades de entrenamiento y soporte, dando cumplimiento al plan establecido con el fin de garantizar aplicativos ajustados a los requerimientos del cliente. Analizan requisitos y necesidades de procesamiento o sistematización de información, validan aplicaciones de proyectos informáticos siguiendo planes de prueba garantizando la seguridad de los datos. Modelan y gestionan la representación de los datos utilizados dentro de una organización. Se pueden desempeñar en organizaciones de tecnologías de la información y las comunicaciones, firmas consultoras y departamentos de tecnología en empresas del sector público y privado, entre otros.",Analistas de sistemas,2511
25120,2,"Investigan, establecen, analizan y evalúan los requisitos de las aplicaciones de programas informáticos y sistemas operativos existentes o nuevos y diseñan, desarrollan, prueban, mantienen e implementan soluciones de software y aplicaciones de tecnologías de la información y las comunicaciones optimizando recursos y tiempo de acuerdo a los requerimientos. Se pueden desempeñar en organizaciones de tecnologías de la información y las comunicaciones, firmas consultoras y departamentos de tecnología en empresas del sector público y privado, entre otros.",Desarrolladores de software,2512
25130,2,"Llevan a cabo investigaciones, analizan, evalúan, diseñan, programan y modifican sitios web, multimedia, videojuegos y aplicaciones que reúnen textos, gráficos, presentaciones animadas, imágenes, secuencias sonoras, presentaciones de vídeo y otros medios interactivos. Se pueden desempeñar en organizaciones de tecnologías de la información y las comunicaciones, firmas consultoras y departamentos de tecnología en empresas del sector público y privado, entre otros.",Desarrolladores Web y multimedia,2513
25140,2,"Escriben, mantienen, desarrollan e implementan códigos de programación expresados en instrucciones técnicas y especificaciones para las aplicaciones de software y sistemas operativos; analizan los requisitos, revisan, amplían y prueban programas y aplicaciones. Se pueden desempeñar en organizaciones de tecnologías de la información y las comunicaciones, firmas consultoras y departamentos de tecnología en empresas del sector público y privado, entre otros.",Programadores de aplicaciones,2514
25190,2,"Esta ocupación abarca a los desarrolladores y analistas de software y multimedia no clasificados en otras ocupaciones del Subgrupo 251: Desarrolladores y analistas de software y multimedia. Por ejemplo, incluye aquellos que investigan, planifican, diseñan, evalúan, integran e implementan soluciones informáticas, sistemas operativos, almacenes de datos y software, siguiendo planes de prueba garantizando la calidad y seguridad de los datos de tecnologías de la información y las comunicaciones. Se pueden desempeñar en organizaciones de tecnologías de la información y las comunicaciones, firmas consultoras y departamentos de tecnología en empresas del sector público y privado, entre otros.",Desarrolladores y analistas de software y multimedia no clasificados en otras ocupaciones,2519
25210,2,"Diseñan, desarrollan, administran, controlan, mantienen y apoyan el óptimo rendimiento, operación de servicios y seguridad de las bases de datos. Se pueden desempeñar en organizaciones de tecnologías de la información y las comunicaciones, firmas consultoras y departamentos de tecnología en empresas del sector público y privado, entre otros.",Diseñadores y administradores de bases de datos,2521
25220,2,"Desarrollan, administran, controlan, mantienen y apoyan el rendimiento óptimo de servicios y seguridad de los sistemas de tecnología de la información. Se pueden desempeñar en organizaciones de tecnologías de la información y las comunicaciones, firmas consultoras y departamentos de tecnología en empresas del sector público y privado, entre otros.",Administradores de sistemas,2522
25230,2,"Investigan, analizan, diseñan, prueban y recomiendan estrategias para la arquitectura y el desarrollo de redes. Así mismo, implementan, gestionan, mantienen y configuran equipos y software de redes; controlan, solucionan problemas y optimizan su rendimiento. Se pueden desempeñar en organizaciones de tecnologías de la información y las comunicaciones, firmas consultoras y departamentos de tecnología en empresas del sector público y privado, entre otros.",Profesionales en redes de computadores,2523
25290,2,"Esta ocupación abarca a los profesionales en bases de datos y en redes de computadores no clasificados en otras ocupaciones del Subgrupo 252: Profesionales en bases de datos y en redes de computadores. Por ejemplo, incluye aquellos que investigan, planifican, diseñan, evalúan, integran e implementan soluciones informáticas de análisis, manejo, representación y seguridad de datos, redes y sistemas operativos, software de tecnologías de la información y las comunicaciones; se asocian las actividades de consultoría y auditoría propias de las especialidades tecnológicas descritas. Se pueden desempeñar en organizaciones de tecnologías de la información y las comunicaciones, firmas consultoras y departamentos de tecnología en empresas del sector público y privado, entre otros.",Profesionales en bases de datos y en redes de computadores no clasificados en otras ocupaciones,2529
